year,age_group,ukborn,pulmextrapulm,type,policy_change,incidence
2012,70-89,UK Born,Extra-pulmonary only,fitted,Targeted,0
2012,70-89,UK Born,Extra-pulmonary only,observed,Universal,0
2012,70-89,UK Born,Extra-pulmonary only,observed,Targeted,84
2012,70-89,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2012,70-89,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2012,70-89,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2012,70-89,UK Born,"Pulmonary, with or without EP",observed,Targeted,196
2012,70-89,UK Born,NA,fitted,Universal,0
2012,70-89,UK Born,NA,fitted,Targeted,0
2012,70-89,UK Born,NA,observed,Universal,0
2012,70-89,UK Born,NA,observed,Targeted,2
2012,70-89,NA,Extra-pulmonary only,fitted,Universal,0
2012,70-89,NA,Extra-pulmonary only,fitted,Targeted,0
2012,70-89,NA,Extra-pulmonary only,observed,Universal,0
2012,70-89,NA,Extra-pulmonary only,observed,Targeted,8
2012,70-89,NA,"Pulmonary, with or without EP",fitted,Universal,0
2012,70-89,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2012,70-89,NA,"Pulmonary, with or without EP",observed,Universal,0
2012,70-89,NA,"Pulmonary, with or without EP",observed,Targeted,24
2012,70-89,NA,NA,fitted,Universal,0
2012,70-89,NA,NA,fitted,Targeted,0
2012,70-89,NA,NA,observed,Universal,0
2012,70-89,NA,NA,observed,Targeted,1
2013,0-4,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,0-4,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,0-4,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,0-4,Non-UK Born,Extra-pulmonary only,observed,Targeted,2
2013,0-4,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,0-4,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,0-4,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,0-4,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,8
2013,0-4,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,0-4,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,0-4,UK Born,Extra-pulmonary only,observed,Universal,0
2013,0-4,UK Born,Extra-pulmonary only,observed,Targeted,27
2013,0-4,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,0-4,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,0-4,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,0-4,UK Born,"Pulmonary, with or without EP",observed,Targeted,59
2013,0-4,UK Born,NA,fitted,Universal,0
2013,0-4,UK Born,NA,fitted,Targeted,0
2013,0-4,UK Born,NA,observed,Universal,0
2013,0-4,UK Born,NA,observed,Targeted,2
2013,0-4,NA,Extra-pulmonary only,fitted,Universal,0
2013,0-4,NA,Extra-pulmonary only,fitted,Targeted,0
2013,0-4,NA,Extra-pulmonary only,observed,Universal,0
2013,0-4,NA,Extra-pulmonary only,observed,Targeted,0
2013,0-4,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,0-4,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,0-4,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,0-4,NA,"Pulmonary, with or without EP",observed,Targeted,2
2013,5-9,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,5-9,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,5-9,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,5-9,Non-UK Born,Extra-pulmonary only,observed,Targeted,11
2013,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,13
2013,5-9,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,5-9,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,5-9,UK Born,Extra-pulmonary only,observed,Universal,0
2013,5-9,UK Born,Extra-pulmonary only,observed,Targeted,15
2013,5-9,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,5-9,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,5-9,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,5-9,UK Born,"Pulmonary, with or without EP",observed,Targeted,29
2013,5-9,NA,Extra-pulmonary only,fitted,Universal,0
2013,5-9,NA,Extra-pulmonary only,fitted,Targeted,0
2013,5-9,NA,Extra-pulmonary only,observed,Universal,0
2013,5-9,NA,Extra-pulmonary only,observed,Targeted,2
2013,5-9,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,5-9,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,5-9,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,5-9,NA,"Pulmonary, with or without EP",observed,Targeted,2
2013,10-14,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,10-14,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,10-14,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,10-14,Non-UK Born,Extra-pulmonary only,observed,Targeted,22
2013,10-14,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,10-14,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,10-14,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,10-14,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,27
2013,10-14,Non-UK Born,NA,fitted,Universal,0
2013,10-14,Non-UK Born,NA,fitted,Targeted,0
2013,10-14,Non-UK Born,NA,observed,Universal,0
2013,10-14,Non-UK Born,NA,observed,Targeted,1
2013,10-14,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,10-14,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,10-14,UK Born,Extra-pulmonary only,observed,Universal,0
2013,10-14,UK Born,Extra-pulmonary only,observed,Targeted,30
2013,10-14,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,10-14,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,10-14,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,10-14,UK Born,"Pulmonary, with or without EP",observed,Targeted,32
2013,10-14,UK Born,NA,fitted,Universal,0
2013,10-14,UK Born,NA,fitted,Targeted,0
2013,10-14,UK Born,NA,observed,Universal,0
2013,10-14,UK Born,NA,observed,Targeted,1
2013,10-14,NA,Extra-pulmonary only,fitted,Universal,0
2013,10-14,NA,Extra-pulmonary only,fitted,Targeted,0
2013,10-14,NA,Extra-pulmonary only,observed,Universal,0
2013,10-14,NA,Extra-pulmonary only,observed,Targeted,4
2013,10-14,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,10-14,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,10-14,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,10-14,NA,"Pulmonary, with or without EP",observed,Targeted,1
2013,10-14,NA,NA,fitted,Universal,0
2013,10-14,NA,NA,fitted,Targeted,0
2013,10-14,NA,NA,observed,Universal,0
2013,10-14,NA,NA,observed,Targeted,1
2013,15-19,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,15-19,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,15-19,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,15-19,Non-UK Born,Extra-pulmonary only,observed,Targeted,78
2013,15-19,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,15-19,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,15-19,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,15-19,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,119
2013,15-19,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,15-19,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,15-19,UK Born,Extra-pulmonary only,observed,Universal,0
2013,15-19,UK Born,Extra-pulmonary only,observed,Targeted,42
2013,15-19,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,15-19,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,15-19,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,15-19,UK Born,"Pulmonary, with or without EP",observed,Targeted,87
2013,15-19,NA,Extra-pulmonary only,fitted,Universal,0
2013,15-19,NA,Extra-pulmonary only,fitted,Targeted,0
2013,15-19,NA,Extra-pulmonary only,observed,Universal,0
2013,15-19,NA,Extra-pulmonary only,observed,Targeted,2
2013,15-19,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,15-19,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,15-19,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,15-19,NA,"Pulmonary, with or without EP",observed,Targeted,2
2013,20-24,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,20-24,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,20-24,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,20-24,Non-UK Born,Extra-pulmonary only,observed,Targeted,226
2013,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,253
2013,20-24,Non-UK Born,NA,fitted,Universal,0
2013,20-24,Non-UK Born,NA,fitted,Targeted,0
2013,20-24,Non-UK Born,NA,observed,Universal,0
2013,20-24,Non-UK Born,NA,observed,Targeted,1
2013,20-24,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,20-24,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,20-24,UK Born,Extra-pulmonary only,observed,Universal,0
2013,20-24,UK Born,Extra-pulmonary only,observed,Targeted,51
2013,20-24,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,20-24,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,20-24,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,20-24,UK Born,"Pulmonary, with or without EP",observed,Targeted,111
2013,20-24,UK Born,NA,fitted,Universal,0
2013,20-24,UK Born,NA,fitted,Targeted,0
2013,20-24,UK Born,NA,observed,Universal,0
2013,20-24,UK Born,NA,observed,Targeted,1
2013,20-24,NA,Extra-pulmonary only,fitted,Universal,0
2013,20-24,NA,Extra-pulmonary only,fitted,Targeted,0
2013,20-24,NA,Extra-pulmonary only,observed,Universal,0
2013,20-24,NA,Extra-pulmonary only,observed,Targeted,6
2013,20-24,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,20-24,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,20-24,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,20-24,NA,"Pulmonary, with or without EP",observed,Targeted,9
2013,20-24,NA,NA,fitted,Universal,0
2013,20-24,NA,NA,fitted,Targeted,0
2013,20-24,NA,NA,observed,Universal,0
2013,20-24,NA,NA,observed,Targeted,1
2013,25-29,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,25-29,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,25-29,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,25-29,Non-UK Born,Extra-pulmonary only,observed,Targeted,451
2013,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,369
2013,25-29,Non-UK Born,NA,fitted,Universal,0
2013,25-29,Non-UK Born,NA,fitted,Targeted,0
2013,25-29,Non-UK Born,NA,observed,Universal,0
2013,25-29,Non-UK Born,NA,observed,Targeted,1
2013,25-29,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,25-29,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,25-29,UK Born,Extra-pulmonary only,observed,Universal,0
2013,25-29,UK Born,Extra-pulmonary only,observed,Targeted,57
2013,25-29,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,25-29,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,25-29,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,25-29,UK Born,"Pulmonary, with or without EP",observed,Targeted,91
2013,25-29,UK Born,NA,fitted,Universal,0
2013,25-29,UK Born,NA,fitted,Targeted,0
2013,25-29,UK Born,NA,observed,Universal,0
2013,25-29,UK Born,NA,observed,Targeted,1
2013,25-29,NA,Extra-pulmonary only,fitted,Universal,0
2013,25-29,NA,Extra-pulmonary only,fitted,Targeted,0
2013,25-29,NA,Extra-pulmonary only,observed,Universal,0
2013,25-29,NA,Extra-pulmonary only,observed,Targeted,9
2013,25-29,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,25-29,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,25-29,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,25-29,NA,"Pulmonary, with or without EP",observed,Targeted,9
2013,30-34,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,30-34,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,30-34,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,30-34,Non-UK Born,Extra-pulmonary only,observed,Targeted,503
2013,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,354
2013,30-34,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,30-34,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,30-34,UK Born,Extra-pulmonary only,observed,Universal,0
2013,30-34,UK Born,Extra-pulmonary only,observed,Targeted,50
2013,30-34,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,30-34,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,30-34,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,30-34,UK Born,"Pulmonary, with or without EP",observed,Targeted,67
2013,30-34,NA,Extra-pulmonary only,fitted,Universal,0
2013,30-34,NA,Extra-pulmonary only,fitted,Targeted,0
2013,30-34,NA,Extra-pulmonary only,observed,Universal,0
2013,30-34,NA,Extra-pulmonary only,observed,Targeted,8
2013,30-34,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,30-34,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,30-34,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,30-34,NA,"Pulmonary, with or without EP",observed,Targeted,2
2013,30-34,NA,NA,fitted,Universal,0
2013,30-34,NA,NA,fitted,Targeted,0
2013,30-34,NA,NA,observed,Universal,0
2013,30-34,NA,NA,observed,Targeted,1
2013,35-39,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,35-39,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,35-39,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,35-39,Non-UK Born,Extra-pulmonary only,observed,Targeted,380
2013,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,254
2013,35-39,Non-UK Born,NA,fitted,Universal,0
2013,35-39,Non-UK Born,NA,fitted,Targeted,0
2013,35-39,Non-UK Born,NA,observed,Universal,0
2013,35-39,Non-UK Born,NA,observed,Targeted,5
2013,35-39,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,35-39,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,35-39,UK Born,Extra-pulmonary only,observed,Universal,0
2013,35-39,UK Born,Extra-pulmonary only,observed,Targeted,35
2013,35-39,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,35-39,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,35-39,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,35-39,UK Born,"Pulmonary, with or without EP",observed,Targeted,54
2013,35-39,UK Born,NA,fitted,Universal,0
2013,35-39,UK Born,NA,fitted,Targeted,0
2013,35-39,UK Born,NA,observed,Universal,0
2013,35-39,UK Born,NA,observed,Targeted,1
2013,35-39,NA,Extra-pulmonary only,fitted,Universal,0
2013,35-39,NA,Extra-pulmonary only,fitted,Targeted,0
2013,35-39,NA,Extra-pulmonary only,observed,Universal,0
2013,35-39,NA,Extra-pulmonary only,observed,Targeted,6
2013,35-39,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,35-39,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,35-39,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,35-39,NA,"Pulmonary, with or without EP",observed,Targeted,5
2013,40-44,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,40-44,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,40-44,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,40-44,Non-UK Born,Extra-pulmonary only,observed,Targeted,287
2013,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,219
2013,40-44,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,40-44,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,40-44,UK Born,Extra-pulmonary only,observed,Universal,0
2013,40-44,UK Born,Extra-pulmonary only,observed,Targeted,48
2013,40-44,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,40-44,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,40-44,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,40-44,UK Born,"Pulmonary, with or without EP",observed,Targeted,87
2013,40-44,UK Born,NA,fitted,Universal,0
2013,40-44,UK Born,NA,fitted,Targeted,0
2013,40-44,UK Born,NA,observed,Universal,0
2013,40-44,UK Born,NA,observed,Targeted,1
2013,40-44,NA,Extra-pulmonary only,fitted,Universal,0
2013,40-44,NA,Extra-pulmonary only,fitted,Targeted,0
2013,40-44,NA,Extra-pulmonary only,observed,Universal,0
2013,40-44,NA,Extra-pulmonary only,observed,Targeted,4
2013,40-44,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,40-44,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,40-44,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,40-44,NA,"Pulmonary, with or without EP",observed,Targeted,7
2013,45-49,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,45-49,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,45-49,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,45-49,Non-UK Born,Extra-pulmonary only,observed,Targeted,222
2013,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,148
2013,45-49,UK Born,Extra-pulmonary only,fitted,Universal,0
2013,45-49,UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,45-49,UK Born,Extra-pulmonary only,observed,Universal,0
2013,45-49,UK Born,Extra-pulmonary only,observed,Targeted,42
2013,45-49,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,45-49,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,45-49,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,45-49,UK Born,"Pulmonary, with or without EP",observed,Targeted,100
2013,45-49,UK Born,NA,fitted,Universal,0
2013,45-49,UK Born,NA,fitted,Targeted,0
2013,45-49,UK Born,NA,observed,Universal,0
2013,45-49,UK Born,NA,observed,Targeted,1
2013,45-49,NA,Extra-pulmonary only,fitted,Universal,0
2013,45-49,NA,Extra-pulmonary only,fitted,Targeted,0
2013,45-49,NA,Extra-pulmonary only,observed,Universal,0
2013,45-49,NA,Extra-pulmonary only,observed,Targeted,3
2013,45-49,NA,"Pulmonary, with or without EP",fitted,Universal,0
2013,45-49,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2013,45-49,NA,"Pulmonary, with or without EP",observed,Universal,0
2013,45-49,NA,"Pulmonary, with or without EP",observed,Targeted,7
2013,50-69,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2013,50-69,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2013,50-69,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2013,50-69,Non-UK Born,Extra-pulmonary only,observed,Targeted,506
2013,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2013,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2013,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2013,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,381
2013,50-69,Non-UK Born,NA,fitted,Universal,0
2013,50-69,Non-UK Born,NA,fitted,Targeted,0
